@800 context (u1)
@1535698779600 s3 (ds4,143)
@1535698779713 s4 (141)
@1535698779791 s2 (ds5,150)
@1535698779806 s1 (ds3,187,187)
@1535698779816 s5 (143)
@1535698779848 s3 (ds3,66)
@1535698779979 s4 (147)
@1535698780033 s2 (ds7,53)
@1535698780044 s1 (ds8,193,193)
@1535698780061 s5 (58)
@1535698780097 s3 (ds6,58)
@1535698780254 s4 (139)
@1535698780276 s1 (ds9,158,158)
@1535698780280 s2 (ds3,70)
@1535698780306 s5 (182)
@1535698780387 s3 (ds9,196)
@1535698780509 s2 (ds6,87)
@1535698780542 s4 (89)
@1535698780574 s1 (ds3,61,61)
@1535698780599 s5 (131)
@1535698780668 s3 (ds3,120)
@1535698780723 s2 (ds7,143)
@1535698780780 s4 (155)
@1535698780867 s1 (ds1,76,76)
@1535698780886 s5 (189)
@1535698780965 s3 (ds4,124)
@1535698780981 s2 (ds10,51)
@1535698781039 s4 (81)
@1535698781070 s1 (ds9,133,133)
@1535698781143 s5 (85)
@1535698781193 s3 (ds7,198)
@1535698781246 s2 (ds3,76)
@1535698781334 s4 (109)
@1535698781335 s1 (ds5,101,101)
@1535698781417 s5 (137)
@1535698781460 s3 (ds8,107)
@1535698781508 s2 (ds4,188)
@1535698781610 s4 (61)
@1535698781625 s1 (ds9,178,178)
@1535698781669 s5 (133)
@1535698781720 s3 (ds3,144)
@1535698781753 s2 (ds7,107)
@1535698781864 s4 (142)
@1535698781878 s5 (70)
@1535698781910 s1 (ds6,102,102)
@1535698781923 s3 (ds6,123)
@1535698781964 s2 (ds4,151)
@1535698782082 s5 (133)
@1535698782128 s1 (ds2,199,199)
@1535698782147 s4 (140)
@1535698782156 s3 (ds9,53)
@1535698782194 s2 (ds7,177)
@1535698782336 s5 (142)
@1535698782346 s1 (ds9,125,125)
@1535698782423 s3 (ds7,74)
@1535698782440 s4 (189)
@1535698782452 s2 (ds10,184)
@1535698782547 s5 (93)
@1535698782606 s1 (ds8,70,70)
@1535698782684 s4 (102)
@1535698782699 s3 (ds7,185)
@1535698782718 s2 (ds9,154)
@1535698782748 s5 (74)
@1535698782828 s1 (ds7,166,166)
@1535698782906 s3 (ds10,130)
@1535698782950 s2 (ds1,163)
@1535698782952 s5 (173)
@1535698782976 s4 (152)
@1535698783088 s1 (ds1,140,140)
@1535698783154 s3 (ds4,141)
@1535698783187 s2 (ds2,57)
@1535698783193 s5 (80)
@1535698783215 s4 (117)
@1535698783366 s1 (ds5,131,131)
@1535698783393 s3 (ds4,186)
@1535698783460 s2 (ds2,179)
@1535698783473 s5 (194)
@1535698783481 s4 (155)
@1535698783659 s1 (ds5,145,145)
@1535698783665 s3 (ds10,63)
@1535698783707 s2 (ds3,192)
@1535698783745 s5 (65)
@1535698783749 s4 (124)
@1535698783937 s3 (ds2,53)
@1535698783948 s2 (ds10,106)
@1535698783955 s1 (ds6,108,108)
@1535698783996 s5 (106)
@1535698784029 s4 (110)
@1535698784182 s1 (ds6,139,139)
@1535698784195 s3 (ds6,186)
@1535698784217 s2 (ds5,143)
@1535698784259 s4 (112)
@1535698784294 s5 (195)
@1535698784453 s2 (ds3,147)
@1535698784475 s1 (ds3,75,75)
@1535698784491 s3 (ds3,97)
@1535698784509 s4 (187)
@1535698784533 s5 (99)
@1535698784686 s1 (ds2,174,174)
@1535698784697 s3 (ds7,152)
@1535698784753 s2 (ds7,96)
@1535698784791 s4 (194)
@1535698784800 s5 (145)
@1535698784976 s3 (ds2,154)
@1535698784978 s1 (ds5,198,198)
@1535698785005 s4 (112)
@1535698785021 s2 (ds2,64)
@1535698785041 s5 (195)
@1535698785233 s4 (168)
@1535698785248 s2 (ds8,191)
@1535698785272 s3 (ds2,198)
@1535698785274 s1 (ds2,-1,89)
@1535698785314 s5 (97)
@1535698785453 s2 (ds3,82)
@1535698785475 s1 (ds7,120,120)
@1535698785486 s3 (ds6,170)
@1535698785520 s5 (195)
@1535698785524 s4 (139)
@1535698785700 s2 (ds2,165)
@1535698785744 s3 (ds9,179)
@1535698785760 s1 (ds10,160,160)
@1535698785779 s4 (82)
@1535698785784 s5 (178)
@1535698785953 s2 (ds6,199)
@1535698785963 s1 (ds10,157,157)
@1535698785997 s3 (ds3,166)
@1535698786030 s5 (109)
@1535698786045 s4 (141)
@1535698786207 s1 (ds1,169,169)
@1535698786210 s2 (ds1,96)
@1535698786229 s3 (ds2,182)
@1535698786236 s5 (183)
@1535698786289 s4 (76)
@1535698786437 s1 (ds7,99,99)
@1535698786474 s5 (181)
@1535698786488 s3 (ds6,70)
@1535698786511 s2 (ds2,190)
@1535698786520 s4 (166)
@1535698786705 s1 (ds10,62,62)
@1535698786717 s2 (ds1,149)
@1535698786734 s3 (ds4,187)
@1535698786746 s5 (189)
@1535698786775 s4 (178)
@1535698786933 s1 (ds3,101,101)
@1535698786935 s3 (ds5,112)
@1535698786988 s5 (68)
@1535698786998 s2 (ds8,52)
@1535698787000 s4 (179)
@1535698787140 s1 (ds5,96,96)
@1535698787164 s3 (ds3,111)
@1535698787215 s5 (128)
@1535698787240 s2 (ds5,149)
@1535698787247 s4 (192)
@1535698787411 s3 (ds10,197)
@1535698787434 s1 (ds10,62,62)
@1535698787461 s4 (104)
@1535698787473 s2 (ds1,124)
@1535698787486 s5 (142)
@1535698787668 s4 (171)
@1535698787693 s3 (ds10,99)
@1535698787706 s5 (181)
@1535698787714 s1 (ds4,51,51)
@1535698787751 s2 (ds5,54)
@1535698787927 s3 (ds1,97)
@1535698787952 s2 (ds10,185)
@1535698787969 s4 (197)
@1535698787983 s5 (72)
@1535698788011 s1 (ds2,80,80)
@1535698788164 s2 (ds8,172)
@1535698788170 s3 (ds5,127)
@1535698788187 s4 (110)
@1535698788206 s5 (169)
@1535698788259 s1 (ds1,110,110)
@1535698788413 s2 (ds10,186)
@1535698788424 s4 (153)
@1535698788431 s5 (98)
@1535698788431 s3 (ds1,92)
@1535698788547 s1 (ds5,85,85)
@1535698788631 s2 (ds3,139)
@1535698788652 s4 (103)
@1535698788654 s3 (ds2,199)
@1535698788662 s5 (191)
@1535698788821 s1 (ds4,177,177)
@1535698788848 s2 (ds4,198)
@1535698788928 s5 (137)
@1535698788949 s4 (133)
@1535698788954 s3 (ds7,98)
@1535698789056 s2 (ds4,180)
@1535698789105 s1 (ds2,-1,184)
@1535698789161 s5 (75)
@1535698789221 s3 (ds4,72)
@1535698789225 s4 (67)
@1535698789261 s2 (ds4,185)
@1535698789346 s1 (ds3,87,87)
@1535698789377 s5 (128)
@1535698789460 s3 (ds2,135)
@1535698789470 s4 (190)
@1535698789505 s2 (ds6,171)
@1535698789553 s1 (ds9,108,108)
@1535698789654 s5 (104)
@1535698789689 s3 (ds2,168)
@1535698789714 s4 (119)
@1535698789715 s2 (ds10,115)
@1535698789833 s1 (ds10,164,164)
@1535698789905 s3 (ds8,74)
@1535698789944 s5 (180)
@1535698789976 s4 (152)
@1535698789995 s2 (ds3,149)
@1535698790100 s1 (ds1,114,114)
@1535698790200 s3 (ds5,145)
@1535698790213 s5 (67)
@1535698790261 s4 (124)
@1535698790276 s2 (ds7,63)
@1535698790382 s1 (ds7,168,168)
@1535698790449 s5 (150)
@1535698790500 s3 (ds3,196)
@1535698790515 s4 (112)
@1535698790571 s2 (ds5,140)
@1535698790606 s1 (ds7,77,77)
@1535698790671 s5 (84)
@1535698790745 s3 (ds9,119)
@1535698790796 s4 (150)
@1535698790856 s2 (ds5,70)
@1535698790879 s1 (ds7,136,136)
@1535698790922 s5 (197)
@1535698790987 s3 (ds9,186)
@1535698791092 s4 (59)
@1535698791095 s2 (ds9,115)
@1535698791139 s5 (155)
@1535698791152 s1 (ds1,105,105)
@1535698791269 s3 (ds6,85)
@1535698791330 s4 (165)
@1535698791360 s2 (ds3,165)
@1535698791364 s5 (190)
@1535698791438 s1 (ds8,78,78)
@1535698791559 s3 (ds10,179)
@1535698791570 s5 (144)
@1535698791609 s4 (192)
@1535698791620 s2 (ds7,132)
@1535698791643 s1 (ds4,94,94)
@1535698791827 s5 (120)
@1535698791845 s1 (ds5,90,90)
@1535698791851 s3 (ds2,197)
@1535698791879 s4 (171)
@1535698791888 s2 (ds6,114)
@1535698792043 s5 (122)
@1535698792090 s3 (ds9,166)
@1535698792104 s2 (ds9,140)
@1535698792133 s1 (ds10,58,58)
@1535698792136 s4 (123)
@1535698792261 s5 (165)
@1535698792292 s3 (ds3,148)
@1535698792305 s2 (ds8,142)
@1535698792412 s1 (ds1,61,61)
@1535698792414 s4 (51)
@1535698792503 s5 (77)
@1535698792541 s3 (ds10,56)
@1535698792581 s2 (ds2,181)
@1535698792690 s4 (93)
@1535698792693 s1 (ds6,158,158)
@1535698792716 s5 (139)
@1535698792749 s3 (ds6,196)
@1535698792836 s2 (ds6,163)
@1535698792914 s4 (168)
@1535698792923 s5 (75)
@1535698792988 s1 (ds10,149,149)
@1535698793010 s3 (ds9,74)
@1535698793087 s2 (ds9,118)
@1535698793151 s5 (126)
@1535698793202 s1 (ds6,57,57)
@1535698793207 s4 (103)
@1535698793286 s3 (ds5,63)
@1535698793348 s2 (ds3,75)
@1535698793381 s5 (120)
@1535698793412 s1 (ds1,92,92)
@1535698793472 s4 (67)
@1535698793549 s3 (ds8,168)
@1535698793614 s1 (ds8,191,191)
@1535698793645 s2 (ds6,158)
@1535698793669 s5 (120)
@1535698793702 s4 (82)
@1535698793828 s3 (ds1,120)
@1535698793852 s1 (ds10,144,144)
@1535698793920 s5 (94)
@1535698793926 s2 (ds10,106)
@1535698793983 s4 (157)
@1535698794058 s1 (ds8,151,151)
@1535698794093 s3 (ds6,63)
@1535698794126 s2 (ds5,125)
@1535698794200 s5 (91)
@1535698794251 s4 (152)
@1535698794285 s1 (ds2,165,165)
@1535698794361 s3 (ds10,117)
@1535698794377 s2 (ds3,100)
@1535698794436 s5 (120)
@1535698794472 s4 (85)
@1535698794487 s1 (ds1,115,115)
@1535698794613 s2 (ds7,88)
@1535698794650 s3 (ds3,103)
@1535698794679 s5 (73)
@1535698794696 s1 (ds2,-1,196)
@1535698794749 s4 (195)
@1535698794860 s2 (ds7,174)
@1535698794870 s3 (ds1,80)
@1535698794906 s1 (ds10,94,94)
@1535698794969 s5 (169)
@1535698795005 s4 (104)
@1535698795084 s3 (ds8,172)
@1535698795125 s1 (ds8,76,76)
@1535698795160 s2 (ds4,164)
@1535698795205 s5 (57)
@1535698795238 s4 (102)
@1535698795289 s3 (ds10,100)
@1535698795353 s1 (ds4,129,129)
@1535698795439 s2 (ds1,187)
@1535698795467 s5 (131)
@1535698795498 s3 (ds7,152)
@1535698795514 s4 (74)
@1535698795637 s1 (ds4,138,138)
@1535698795694 s2 (ds10,179)
@1535698795719 s5 (134)
@1535698795755 s3 (ds2,150)
@1535698795788 s4 (166)
@1535698795838 s1 (ds4,80,80)
@1535698795948 s5 (169)
@1535698795968 s2 (ds3,87)
@1535698795999 s3 (ds9,189)
@1535698796022 s4 (103)
@1535698796128 s1 (ds4,141,141)
@1535698796231 s3 (ds3,180)
@1535698796243 s5 (120)
@1535698796265 s2 (ds3,70)
@1535698796294 s4 (118)
@1535698796342 s1 (ds2,155,155)
@1535698796504 s3 (ds4,194)
@1535698796512 s5 (152)
@1535698796545 s1 (ds8,189,189)
@1535698796564 s2 (ds10,69)
@1535698796578 s4 (85)
@1535698796730 s5 (187)
@1535698796771 s3 (ds9,61)
@1535698796781 s1 (ds6,198,198)
@1535698796863 s4 (131)
@1535698796864 s2 (ds9,118)
@1535698796962 s5 (197)
@1535698797001 s1 (ds4,97,97)
@1535698797020 s3 (ds8,65)
@1535698797128 s2 (ds9,159)
@1535698797152 s4 (171)
@1535698797167 s5 (116)
@1535698797254 s3 (ds8,56)
@1535698797270 s1 (ds1,168,168)
@1535698797333 s2 (ds4,182)
@1535698797382 s4 (172)
@1535698797459 s5 (114)
@1535698797488 s1 (ds9,157,157)
@1535698797517 s3 (ds10,188)
@1535698797610 s2 (ds6,144)
@1535698797641 s4 (76)
@1535698797708 s1 (ds4,170,170)
@1535698797737 s5 (102)
@1535698797816 s3 (ds7,141)
@1535698797848 s4 (126)
@1535698797896 s2 (ds8,175)
@1535698797920 s1 (ds3,74,74)
@1535698798004 s5 (84)
@1535698798025 s3 (ds7,170)
@1535698798079 s4 (103)
@1535698798150 s1 (ds8,189,189)
@1535698798195 s2 (ds6,195)
@1535698798208 s5 (159)
@1535698798315 s3 (ds6,162)
@1535698798328 s4 (118)
@1535698798401 s1 (ds6,58,58)
@1535698798492 s2 (ds9,127)
@1535698798495 s5 (160)
@1535698798521 s3 (ds1,187)
@1535698798548 s4 (168)
@1535698798669 s1 (ds9,183,183)
@1535698798753 s5 (72)
@1535698798753 s3 (ds4,177)
@1535698798771 s2 (ds4,190)
@1535698798783 s4 (197)
@1535698798879 s1 (ds9,111,111)
@1535698798955 s3 (ds9,148)
@1535698798981 s2 (ds6,103)
@1535698799020 s5 (159)
@1535698799023 s4 (98)
@1535698799127 s1 (ds8,181,181)
@1535698799237 s3 (ds5,134)
@1535698799259 s5 (147)
@1535698799259 s2 (ds9,196)
@1535698799264 s4 (57)
@1535698799362 s1 (ds10,61,61)
@1535698799460 s2 (ds9,150)
@1535698799474 s5 (90)
@1535698799526 s3 (ds7,111)
@1535698799543 s4 (197)
@1535698799589 s1 (ds1,-1,87)
@1535698799695 s2 (ds2,79)
@1535698799756 s5 (59)
@1535698799770 s4 (177)
@1535698799819 s3 (ds7,187)
@1535698799852 s1 (ds1,-1,56)
@1535698799916 s2 (ds9,110)
@1535698799976 s4 (85)
@1535698800051 s5 (118)
@1535698800066 s3 (ds10,85)
@1535698800142 s1 (ds2,-1,126)
@1535698800157 s2 (ds1,177)
@1535698800185 s4 (50)
@1535698800289 s5 (116)
@1535698800337 s3 (ds2,76)
@1535698800401 s4 (145)
@1535698800426 s2 (ds2,90)
@1535698800427 s1 (ds1,61,61)
@1535698800495 s5 (128)
@1535698800577 s3 (ds3,78)
@1535698800634 s4 (60)
@1535698800643 s2 (ds1,89)
@1535698800699 s5 (159)
@1535698800719 s1 (ds2,137,137)
@1535698800843 s3 (ds6,142)
@1535698800849 s2 (ds8,129)
@1535698800907 s4 (85)
@1535698800914 s5 (98)
@1535698800922 s1 (ds5,63,63)
@1535698801093 s2 (ds5,140)
@1535698801128 s5 (158)
@1535698801138 s3 (ds8,177)
@1535698801150 s4 (180)
@1535698801189 s1 (ds1,135,135)
@1535698801326 s2 (ds5,129)
@1535698801381 s5 (70)
@1535698801385 s4 (98)
@1535698801401 s3 (ds8,113)
@1535698801465 s1 (ds9,98,98)
@1535698801623 s2 (ds10,163)
@1535698801663 s5 (108)
@1535698801678 s4 (143)
@1535698801694 s3 (ds5,55)
@1535698801740 s1 (ds2,-1,139)
@1535698801855 s2 (ds5,149)
@1535698801912 s3 (ds10,96)
@1535698801921 s5 (185)
@1535698801944 s4 (72)
@1535698801948 s1 (ds9,51,51)
@1535698802099 s2 (ds2,188)
@1535698802158 s5 (190)
@1535698802175 s4 (71)
@1535698802196 s3 (ds5,109)
@1535698802219 s1 (ds9,126,126)
@1535698802316 s2 (ds6,137)
@1535698802439 s4 (199)
@1535698802445 s5 (146)
@1535698802447 s3 (ds10,154)
@1535698802495 s1 (ds5,172,172)
@1535698802545 s2 (ds6,55)
@1535698802707 s3 (ds8,120)
@1535698802713 s4 (189)
@1535698802731 s5 (148)
@1535698802771 s2 (ds3,195)
@1535698802795 s1 (ds9,171,171)
@1535698802937 s3 (ds2,112)
@1535698803010 s4 (168)
@1535698803015 s5 (140)
@1535698803033 s1 (ds7,87,87)
@1535698803060 s2 (ds5,55)
@1535698803154 s3 (ds4,64)
@1535698803216 s4 (133)
@1535698803221 s5 (76)
@1535698803274 s2 (ds3,123)
@1535698803302 s1 (ds7,151,151)
@1535698803417 s3 (ds2,144)
@1535698803465 s4 (126)
@1535698803482 s5 (161)
@1535698803526 s1 (ds2,-1,63)
@1535698803541 s2 (ds8,161)
@1535698803659 s3 (ds3,190)
@1535698803747 s5 (89)
@1535698803761 s4 (193)
@1535698803785 s2 (ds9,76)
@1535698803809 s1 (ds10,141,141)
@1535698803945 s3 (ds4,163)
@1535698803948 s5 (95)
@1535698804018 s1 (ds6,199,199)
@1535698804051 s4 (66)
@1535698804058 s2 (ds10,60)
@1535698804209 s5 (59)
@1535698804221 s3 (ds4,76)
@1535698804254 s4 (78)
@1535698804292 s1 (ds1,152,152)
@1535698804346 s2 (ds4,105)
@1535698804472 s3 (ds5,100)
@1535698804493 s5 (111)
@1535698804524 s4 (99)
@1535698804572 s1 (ds1,177,177)
@1535698804612 s2 (ds9,77)
@1535698804704 s5 (145)
@1535698804744 s3 (ds4,172)
@1535698804799 s1 (ds2,-1,144)
@1535698804818 s4 (183)
@1535698804866 s2 (ds3,172)
@1535698804970 s5 (99)
@1535698804991 s3 (ds6,116)
@1535698805008 s1 (ds6,154,154)
@1535698805058 s4 (65)
@1535698805118 s2 (ds9,73)
@1535698805174 s5 (157)
@1535698805268 s1 (ds2,133,133)
@1535698805288 s3 (ds9,139)
@1535698805345 s4 (90)
@1535698805407 s2 (ds4,75)
@1535698805423 s5 (157)
@1535698805524 s3 (ds9,116)
@1535698805563 s1 (ds1,-1,145)
@1535698805638 s4 (139)
@1535698805660 s5 (90)
@1535698805695 s2 (ds6,168)
@1535698805760 s3 (ds6,54)
@1535698805797 s1 (ds5,173,173)
@1535698805875 s5 (199)
@1535698805881 s4 (183)
@1535698805958 s2 (ds1,176)
@1535698806002 s1 (ds1,194,194)
@1535698806055 s3 (ds5,61)
@1535698806119 s4 (162)
@1535698806134 s5 (84)
@1535698806208 s1 (ds1,184,184)
@1535698806213 s2 (ds7,139)
@1535698806331 s3 (ds9,127)
@1535698806363 s4 (178)
@1535698806421 s1 (ds7,183,183)
@1535698806430 s5 (90)
@1535698806474 s2 (ds4,89)
@1535698806573 s4 (141)
@1535698806627 s3 (ds2,61)
@1535698806651 s5 (63)
@1535698806721 s1 (ds3,137,137)
@1535698806738 s2 (ds6,195)
@1535698806826 s4 (176)
@1535698806847 s3 (ds7,99)
@1535698806899 s5 (85)
@1535698806952 s1 (ds10,119,119)
@1535698806994 s2 (ds7,189)
@1535698807089 s4 (193)
@1535698807090 s3 (ds8,177)
@1535698807154 s5 (136)
@1535698807188 s1 (ds6,56,56)
@1535698807231 s2 (ds7,164)
@1535698807312 s3 (ds4,73)
@1535698807348 s4 (152)
@1535698807390 s1 (ds5,185,185)
@1535698807405 s5 (118)
@1535698807531 s2 (ds6,90)
@1535698807564 s3 (ds8,69)
@1535698807574 s4 (187)
@1535698807607 s1 (ds5,87,87)
@1535698807674 s5 (71)
@1535698807761 s2 (ds4,167)
@1535698807809 s4 (165)
@1535698807822 s3 (ds3,56)
@1535698807885 s1 (ds3,165,165)
@1535698807966 s5 (67)
@1535698808025 s2 (ds8,160)
@1535698808061 s4 (89)
@1535698808070 s3 (ds4,87)
@1535698808086 s1 (ds1,136,136)
@1535698808204 s5 (116)
@1535698808237 s2 (ds8,145)
@1535698808318 s3 (ds2,56)
@1535698808350 s4 (193)
@1535698808368 s1 (ds9,181,181)
@1535698808440 s2 (ds2,73)
@1535698808478 s5 (83)
@1535698808570 s3 (ds5,168)
@1535698808595 s4 (109)
@1535698808632 s1 (ds5,118,118)
@1535698808647 s2 (ds8,101)
@1535698808764 s5 (125)
@1535698808797 s4 (171)
@1535698808858 s2 (ds2,107)
@1535698808863 s3 (ds6,122)
@1535698808887 s1 (ds10,133,133)
@1535698808999 s5 (115)
@1535698809005 s4 (179)
@1535698809128 s2 (ds1,78)
@1535698809158 s3 (ds6,153)
@1535698809165 s1 (ds10,62,62)
@1535698809247 s4 (117)
@1535698809273 s5 (186)
@1535698809375 s2 (ds1,78)
@1535698809396 s1 (ds8,94,94)
@1535698809447 s3 (ds6,68)
@1535698809516 s4 (149)
@1535698809552 s5 (104)
@1535698809577 s2 (ds10,79)
@1535698809664 s1 (ds7,161,161)
@1535698809669 s3 (ds4,116)
@1535698809795 s5 (94)
@1535698809809 s4 (154)
@1535698809837 s2 (ds4,167)
@1535698809874 s3 (ds7,99)
@1535698809924 s1 (ds7,180,180)
@1535698809998 s5 (187)
@1535698810011 s4 (75)
@1535698810116 s3 (ds7,186)
@1535698810117 s2 (ds4,133)
@1535698810135 s1 (ds1,51,51)
@1535698810249 s4 (85)
@1535698810293 s5 (110)
@1535698810341 s1 (ds5,92,92)
@1535698810399 s2 (ds7,78)
@1535698810413 s3 (ds2,174)
@1535698810528 s4 (105)
@1535698810571 s5 (86)
@1535698810591 s1 (ds6,96,96)
@1535698810637 s2 (ds2,129)
@1535698810706 s3 (ds8,136)
@1535698810765 s4 (117)
@1535698810800 s1 (ds9,181,181)
@1535698810854 s5 (108)
@1535698810919 s2 (ds3,146)
@1535698811001 s3 (ds4,100)
@1535698811008 s1 (ds6,174,174)
@1535698811035 s4 (174)
@1535698811104 s5 (80)
@1535698811140 s2 (ds10,102)
@1535698811260 s1 (ds8,113,113)
@1535698811266 s3 (ds3,142)
@1535698811284 s4 (115)
@1535698811337 s5 (62)
@1535698811402 s2 (ds8,87)
@1535698811473 s1 (ds2,-1,173)
@1535698811542 s3 (ds7,170)
@1535698811547 s4 (103)
@1535698811548 s5 (136)
@1535698811623 s2 (ds2,166)
@1535698811719 s1 (ds6,105,105)
@1535698811783 s5 (111)
@1535698811786 s4 (119)
@1535698811820 s3 (ds10,80)
@1535698811899 s2 (ds2,53)
@1535698811943 s1 (ds4,57,57)
@1535698811987 s5 (145)
@1535698811989 s4 (176)
@1535698812118 s3 (ds4,51)
@1535698812132 s2 (ds4,146)
@1535698812238 s4 (187)
@1535698812240 s1 (ds8,54,54)
@1535698812264 s5 (89)
@1535698812399 s2 (ds9,85)
@1535698812402 s3 (ds5,151)
@1535698812456 s1 (ds4,61,61)
@1535698812506 s5 (136)
@1535698812511 s4 (76)
@1535698812604 s2 (ds1,182)
@1535698812684 s3 (ds9,132)
@1535698812720 s5 (63)
@1535698812751 s1 (ds5,190,190)
@1535698812807 s4 (120)
@1535698812899 s2 (ds8,136)
@1535698812964 s3 (ds8,144)
@1535698812976 s5 (189)
@1535698813037 s1 (ds2,147,147)
@1535698813051 s4 (140)
@1535698813176 s3 (ds10,132)
@1535698813193 s2 (ds4,122)
@1535698813270 s5 (168)
@1535698813322 s1 (ds7,113,113)
@1535698813340 s4 (59)
@1535698813468 s2 (ds7,195)
@1535698813474 s3 (ds10,157)
@1535698813532 s5 (136)
@1535698813574 s1 (ds4,104,104)
@1535698813634 s4 (163)
@1535698813732 s2 (ds1,107)
@1535698813753 s3 (ds9,61)
@1535698813800 s5 (173)
@1535698813802 s1 (ds4,72,72)
@1535698813845 s4 (175)
@1535698813977 s3 (ds6,86)
@1535698814024 s1 (ds6,172,172)
@1535698814030 s2 (ds8,136)
@1535698814046 s5 (130)
@1535698814139 s4 (53)
@1535698814215 s3 (ds8,160)
@1535698814225 s1 (ds3,76,76)
@1535698814330 s2 (ds6,189)
@1535698814331 s5 (179)
@1535698814429 s3 (ds1,154)
@1535698814433 s4 (121)
@1535698814433 s1 (ds8,188,188)
@1535698814556 s5 (153)
@1535698814591 s2 (ds4,105)
@1535698814656 s3 (ds1,159)
@1535698814661 s1 (ds4,164,164)
@1535698814680 s4 (184)
@1535698814769 s5 (62)
@1535698814839 s2 (ds5,75)
@1535698814864 s3 (ds6,83)
@1535698814867 s1 (ds7,83,83)
@1535698814905 s4 (134)
@1535698815011 s5 (145)
@1535698815076 s1 (ds9,87,87)
@1535698815121 s2 (ds4,144)
@1535698815135 s3 (ds5,193)
@1535698815184 s4 (99)
@1535698815253 s5 (87)
@1535698815328 s1 (ds8,198,198)
@1535698815386 s2 (ds5,141)
@1535698815421 s3 (ds1,137)
@1535698815482 s5 (52)
@1535698815482 s4 (73)
@1535698815599 s1 (ds8,119,119)
@1535698815617 s2 (ds3,98)
@1535698815697 s3 (ds7,82)
@1535698815736 s5 (68)
@1535698815749 s4 (56)
@1535698815830 s1 (ds9,75,75)
@1535698815891 s2 (ds1,61)
@1535698815918 s3 (ds8,72)
@1535698815982 s4 (134)
@1535698816035 s5 (94)
@1535698816081 s1 (ds4,112,112)
@1535698816127 s3 (ds1,69)
@1535698816161 s2 (ds3,183)
@1535698816273 s4 (63)
@1535698816298 s5 (159)
@1535698816329 s3 (ds9,94)
@1535698816370 s1 (ds4,173,173)
@1535698816436 s2 (ds2,168)
@1535698816525 s4 (169)
@1535698816588 s3 (ds2,175)
@1535698816597 s5 (146)
@1535698816640 s1 (ds2,162,162)
@1535698816648 s2 (ds1,71)
@1535698816796 s4 (83)
@1535698816866 s3 (ds2,62)
@1535698816866 s1 (ds3,97,97)
@1535698816882 s5 (177)
@1535698816936 s2 (ds5,64)
@1535698817056 s4 (152)
@1535698817122 s3 (ds2,167)
@1535698817160 s1 (ds2,125,125)
@1535698817163 s5 (121)
@1535698817195 s2 (ds4,56)
@1535698817277 s4 (106)
@1535698817324 s3 (ds8,74)
@1535698817366 s5 (93)
@1535698817374 s1 (ds10,117,117)
@1535698817442 s2 (ds8,87)
@1535698817553 s4 (97)
@1535698817605 s1 (ds5,101,101)
@1535698817616 s5 (96)
@1535698817620 s3 (ds1,78)
@1535698817643 s2 (ds3,95)
@1535698817756 s4 (124)
@1535698817836 s5 (180)
@1535698817872 s1 (ds6,139,139)
@1535698817918 s3 (ds8,104)
@1535698817933 s2 (ds9,72)
@1535698818016 s4 (175)
@1535698818042 s5 (57)
@1535698818079 s1 (ds6,147,147)
@1535698818151 s3 (ds5,94)
@1535698818163 s2 (ds10,133)
@1535698818282 s4 (194)
@1535698818306 s5 (105)
@1535698818333 s1 (ds6,73,73)
@1535698818360 s3 (ds4,167)
@1535698818415 s2 (ds5,189)
@1535698818507 s4 (128)
@1535698818529 s5 (85)
@1535698818622 s1 (ds2,-1,68)
@1535698818627 s2 (ds8,52)
@1535698818638 s3 (ds6,79)
@1535698818791 s5 (157)
@1535698818802 s4 (164)
@1535698818834 s2 (ds5,145)
@1535698818920 s1 (ds1,120,120)
@1535698818932 s3 (ds7,122)
@1535698819056 s4 (81)
@1535698819090 s5 (160)
@1535698819102 s2 (ds7,174)
@1535698819139 s3 (ds5,98)
@1535698819149 s1 (ds9,163,163)
@1535698819321 s4 (106)
@1535698819341 s2 (ds10,87)
@1535698819357 s1 (ds3,161,161)
@1535698819362 s5 (116)
@1535698819418 s3 (ds4,178)
@1535698819565 s5 (105)
@1535698819593 s2 (ds2,82)
@1535698819622 s4 (163)
@1535698819656 s1 (ds8,187,187)
@1535698819718 s3 (ds4,117)
@1535698819822 s5 (161)
@1535698819874 s2 (ds8,161)
@1535698819897 s4 (92)
@1535698819949 s1 (ds5,164,164)
@1535698819956 s3 (ds2,94)
@1535698820090 s5 (166)
@1535698820112 s2 (ds4,119)
@1535698820162 s4 (151)
@1535698820175 s3 (ds9,188)
@1535698820242 s1 (ds2,-1,130)
@1535698820337 s2 (ds3,91)
@1535698820352 s5 (88)
@1535698820371 s4 (98)
@1535698820404 s3 (ds6,132)
@1535698820507 s1 (ds5,117,117)
@1535698820552 s2 (ds8,188)
@1535698820587 s4 (87)
@1535698820645 s5 (197)
@1535698820692 s3 (ds3,175)
@1535698820785 s2 (ds2,194)
@1535698820793 s1 (ds3,199,199)
@1535698820858 s4 (58)
@1535698820859 s5 (156)
@1535698820968 s3 (ds9,169)
@1535698821069 s1 (ds6,107,107)
@1535698821079 s2 (ds8,110)
@1535698821128 s4 (79)
@1535698821135 s5 (139)
@1535698821173 s3 (ds7,121)
@1535698821296 s2 (ds2,139)
@1535698821346 s1 (ds3,121,121)
@1535698821347 s4 (172)
@1535698821361 s5 (132)
@1535698821431 s3 (ds5,58)
